,Name,Brand,Colour,url,clean_text,tokenized,stopwords_removed,combined_postag_wnet,lemmatize_word_w_pos,lemmatize_text
320,Jack & Jones Chris loose fit jean with knee rips in mid blue,Jack & Jones,Blue Denim,images.asos-media.com/products/jack-jones-chris-loose-fit-jean-with-knee-rips-in-mid-blue/202345120-1-bluedenim,jack  jones chris loose fit jean with knee rips in mid blue,"['jack', 'jones', 'chris', 'loose', 'fit', 'jean', 'with', 'knee', 'rips', 'in', 'mid', 'blue']","['jack', 'jones', 'chris', 'loose', 'fit', 'jean', 'knee', 'rips', 'mid', 'blue']","[('jack', 'n'), ('jones', 'n'), ('chris', 'n'), ('loose', 'a'), ('fit', 'a'), ('jean', 'n'), ('knee', 'n'), ('rips', 'n'), ('mid', 'n'), ('blue', 'a')]","['jack', 'jones', 'chris', 'loose', 'fit', 'jean', 'knee', 'rip', 'mid', 'blue']",jack jones chris loose fit jean knee rip mid blue
321,Reebok Vintage joggers in oatmeal - exclusive to ASOS,Reebok,alabaster,images.asos-media.com/products/reebok-vintage-joggers-in-oatmeal-exclusive-to-asos/202177137-1-alabaster,reebok vintage joggers in oatmeal  exclusive to asos,"['reebok', 'vintage', 'joggers', 'in', 'oatmeal', 'exclusive', 'to', 'asos']","['reebok', 'vintage', 'joggers', 'oatmeal', 'exclusive', 'asos']","[('reebok', 'n'), ('vintage', 'n'), ('joggers', 'n'), ('oatmeal', 'n'), ('exclusive', 'a'), ('asos', 'n')]","['reebok', 'vintage', 'jogger', 'oatmeal', 'exclusive', 'asos']",reebok vintage jogger oatmeal exclusive asos
322,Reebok classics wardrobe essentials rugby polo in black,Reebok,BLACK,images.asos-media.com/products/reebok-classics-wardrobe-essentials-rugby-polo-in-black/202159515-1-black,reebok classics wardrobe essentials rugby polo in black,"['reebok', 'classics', 'wardrobe', 'essentials', 'rugby', 'polo', 'in', 'black']","['reebok', 'classics', 'wardrobe', 'essentials', 'rugby', 'polo', 'black']","[('reebok', 'n'), ('classics', 'n'), ('wardrobe', 'n'), ('essentials', 'n'), ('rugby', 'n'), ('polo', 'n'), ('black', 'a')]","['reebok', 'classic', 'wardrobe', 'essential', 'rugby', 'polo', 'black']",reebok classic wardrobe essential rugby polo black
323,Topman classic knitted fisherman jumper in navy,Topman,Navy,images.asos-media.com/products/topman-classic-knitted-fisherman-jumper-in-navy/200272159-1-navy,topman classic knitted fisherman jumper in navy,"['topman', 'classic', 'knitted', 'fisherman', 'jumper', 'in', 'navy']","['topman', 'classic', 'knitted', 'fisherman', 'jumper', 'navy']","[('topman', 'n'), ('classic', 'a'), ('knitted', 'n'), ('fisherman', 'n'), ('jumper', 'n'), ('navy', 'n')]","['topman', 'classic', 'knitted', 'fisherman', 'jumper', 'navy']",topman classic knitted fisherman jumper navy
324,ASOS DESIGN super skinny wool mix suit trousers in stone herringbone,ASOS DESIGN,STONE,images.asos-media.com/products/asos-design-super-skinny-wool-mix-suit-trousers-in-stone-herringbone/203153593-1-stone,asos design super skinny wool mix suit trousers in stone herringbone,"['asos', 'design', 'super', 'skinny', 'wool', 'mix', 'suit', 'trousers', 'in', 'stone', 'herringbone']","['asos', 'design', 'super', 'skinny', 'wool', 'mix', 'suit', 'trousers', 'stone', 'herringbone']","[('asos', 'n'), ('design', 'n'), ('super', 'a'), ('skinny', 'n'), ('wool', 'n'), ('mix', 'n'), ('suit', 'n'), ('trousers', 'n'), ('stone', 'n'), ('herringbone', 'n')]","['asos', 'design', 'super', 'skinny', 'wool', 'mix', 'suit', 'trouser', 'stone', 'herringbone']",asos design super skinny wool mix suit trouser stone herringbone
325,Reebok t-shirt in orange,Reebok,OCHRE,images.asos-media.com/products/reebok-t-shirt-in-orange/202124600-1-ochre,reebok tshirt in orange,"['reebok', 'tshirt', 'in', 'orange']","['reebok', 'tshirt', 'orange']","[('reebok', 'n'), ('tshirt', 'n'), ('orange', 'a')]","['reebok', 'tshirt', 'orange']",reebok tshirt orange
326,Pull&Bear long shirt in light blue,Pull&Bear,Light blue,images.asos-media.com/products/pullbear-long-shirt-in-light-blue/23427512-1-lightblue,pullbear long shirt in light blue,"['pullbear', 'long', 'shirt', 'in', 'light', 'blue']","['pullbear', 'long', 'shirt', 'light', 'blue']","[('pullbear', 'n'), ('long', 'a'), ('shirt', 'n'), ('light', 'a'), ('blue', 'a')]","['pullbear', 'long', 'shirt', 'light', 'blue']",pullbear long shirt light blue
327,Topman knitted rib polo in charcoal,Topman,Charcoal,images.asos-media.com/products/topman-knitted-rib-polo-in-charcoal/202229233-1-charcoal,topman knitted rib polo in charcoal,"['topman', 'knitted', 'rib', 'polo', 'in', 'charcoal']","['topman', 'knitted', 'rib', 'polo', 'charcoal']","[('topman', 'n'), ('knitted', 'n'), ('rib', 'n'), ('polo', 'n'), ('charcoal', 'n')]","['topman', 'knitted', 'rib', 'polo', 'charcoal']",topman knitted rib polo charcoal
328,Topman longline pleat front shorts in black,Topman,Black,images.asos-media.com/products/topman-longline-pleat-front-shorts-in-black/201876064-1-black,topman longline pleat front shorts in black,"['topman', 'longline', 'pleat', 'front', 'shorts', 'in', 'black']","['topman', 'longline', 'pleat', 'front', 'shorts', 'black']","[('topman', 'n'), ('longline', 'n'), ('pleat', 'n'), ('front', 'n'), ('shorts', 'n'), ('black', 'a')]","['topman', 'longline', 'pleat', 'front', 'short', 'black']",topman longline pleat front short black
329,ASOS DESIGN swim briefs with side panel in yellow,ASOS DESIGN,Cyber Yellow,images.asos-media.com/products/asos-design-swim-briefs-with-side-panel-in-yellow/201769085-1-cyberyellow,asos design swim briefs with side panel in yellow,"['asos', 'design', 'swim', 'briefs', 'with', 'side', 'panel', 'in', 'yellow']","['asos', 'design', 'swim', 'briefs', 'side', 'panel', 'yellow']","[('asos', 'n'), ('design', 'n'), ('swim', 'n'), ('briefs', 'n'), ('side', 'n'), ('panel', 'n'), ('yellow', 'a')]","['asos', 'design', 'swim', 'brief', 'side', 'panel', 'yellow']",asos design swim brief side panel yellow
330,HIIT t-shirt with contrast panels,HIIT,GREY/ACID,images.asos-media.com/products/hiit-t-shirt-with-contrast-panels/203026864-1-greyacid,hiit tshirt with contrast panels,"['hiit', 'tshirt', 'with', 'contrast', 'panels']","['hiit', 'tshirt', 'contrast', 'panels']","[('hiit', 'n'), ('tshirt', 'n'), ('contrast', 'n'), ('panels', 'n')]","['hiit', 'tshirt', 'contrast', 'panel']",hiit tshirt contrast panel
331,Jordan centre logo bucket hat in gym red,Jordan,RED,images.asos-media.com/products/jordan-centre-logo-bucket-hat-in-gym-red/202275031-1-red,jordan centre logo bucket hat in gym red,"['jordan', 'centre', 'logo', 'bucket', 'hat', 'in', 'gym', 'red']","['jordan', 'centre', 'logo', 'bucket', 'hat', 'gym', 'red']","[('jordan', 'n'), ('centre', 'n'), ('logo', 'n'), ('bucket', 'n'), ('hat', 'n'), ('gym', 'n'), ('red', 'a')]","['jordan', 'centre', 'logo', 'bucket', 'hat', 'gym', 'red']",jordan centre logo bucket hat gym red
332,Nike Club woven gilet in green,Nike,Green,images.asos-media.com/products/nike-club-woven-gilet-in-green/203622358-1-green,nike club woven gilet in green,"['nike', 'club', 'woven', 'gilet', 'in', 'green']","['nike', 'club', 'woven', 'gilet', 'green']","[('nike', 'n'), ('club', 'n'), ('woven', 'n'), ('gilet', 'n'), ('green', 'n')]","['nike', 'club', 'woven', 'gilet', 'green']",nike club woven gilet green
333,Carhartt WIP bermuda swim shorts in yellow,Carhartt WIP,Yellow,images.asos-media.com/products/carhartt-wip-bermuda-swim-shorts-in-yellow/203604826-1-yellow,carhartt wip bermuda swim shorts in yellow,"['carhartt', 'wip', 'bermuda', 'swim', 'shorts', 'in', 'yellow']","['carhartt', 'wip', 'bermuda', 'swim', 'shorts', 'yellow']","[('carhartt', 'n'), ('wip', 'n'), ('bermuda', 'n'), ('swim', 'n'), ('shorts', 'n'), ('yellow', 'a')]","['carhartt', 'wip', 'bermuda', 'swim', 'short', 'yellow']",carhartt wip bermuda swim short yellow
334,South Beach utility pocket shorts in camo print,South Beach,GREEN,images.asos-media.com/products/south-beach-utility-pocket-shorts-in-camo-print/201293902-1-green,south beach utility pocket shorts in camo print,"['south', 'beach', 'utility', 'pocket', 'shorts', 'in', 'camo', 'print']","['south', 'beach', 'utility', 'pocket', 'shorts', 'camo', 'print']","[('south', 'n'), ('beach', 'n'), ('utility', 'n'), ('pocket', 'n'), ('shorts', 'n'), ('camo', 'n'), ('print', 'n')]","['south', 'beach', 'utility', 'pocket', 'short', 'camo', 'print']",south beach utility pocket short camo print
335,ASOS DESIGN chunky loafers in black faux leather with snaffle detail,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-chunky-loafers-in-black-faux-leather-with-snaffle-detail/200899626-1-black,asos design chunky loafers in black faux leather with snaffle detail,"['asos', 'design', 'chunky', 'loafers', 'in', 'black', 'faux', 'leather', 'with', 'snaffle', 'detail']","['asos', 'design', 'chunky', 'loafers', 'black', 'faux', 'leather', 'snaffle', 'detail']","[('asos', 'n'), ('design', 'n'), ('chunky', 'n'), ('loafers', 'n'), ('black', 'a'), ('faux', 'n'), ('leather', 'n'), ('snaffle', 'n'), ('detail', 'n')]","['asos', 'design', 'chunky', 'loafer', 'black', 'faux', 'leather', 'snaffle', 'detail']",asos design chunky loafer black faux leather snaffle detail
336,ASOS DESIGN baseball cap in green and stone,ASOS DESIGN,MULTI,images.asos-media.com/products/asos-design-baseball-cap-in-green-and-stone/201930693-1-multi,asos design baseball cap in green and stone,"['asos', 'design', 'baseball', 'cap', 'in', 'green', 'and', 'stone']","['asos', 'design', 'baseball', 'cap', 'green', 'stone']","[('asos', 'n'), ('design', 'n'), ('baseball', 'n'), ('cap', 'n'), ('green', 'n'), ('stone', 'n')]","['asos', 'design', 'baseball', 'cap', 'green', 'stone']",asos design baseball cap green stone
337,ASOS Dark Future oversized t-shirt with gothic text print and embroidery in blue,ASOS DESIGN,BRIGHT BLUE,images.asos-media.com/products/asos-dark-future-oversized-t-shirt-with-gothic-text-print-and-embroidery-in-blue/203068395-1-brightblue,asos dark future oversized tshirt with gothic text print and embroidery in blue,"['asos', 'dark', 'future', 'oversized', 'tshirt', 'with', 'gothic', 'text', 'print', 'and', 'embroidery', 'in', 'blue']","['asos', 'dark', 'future', 'oversized', 'tshirt', 'gothic', 'text', 'print', 'embroidery', 'blue']","[('asos', 'n'), ('dark', 'a'), ('future', 'n'), ('oversized', 'n'), ('tshirt', 'n'), ('gothic', 'n'), ('text', 'n'), ('print', 'n'), ('embroidery', 'n'), ('blue', 'a')]","['asos', 'dark', 'future', 'oversized', 'tshirt', 'gothic', 'text', 'print', 'embroidery', 'blue']",asos dark future oversized tshirt gothic text print embroidery blue
338,Schuh rogan chunky penny loafers in brown leather,Schuh,BLACK,images.asos-media.com/products/schuh-rogan-chunky-penny-loafers-in-brown-leather/202698118-1-black,schuh rogan chunky penny loafers in brown leather,"['schuh', 'rogan', 'chunky', 'penny', 'loafers', 'in', 'brown', 'leather']","['schuh', 'rogan', 'chunky', 'penny', 'loafers', 'brown', 'leather']","[('schuh', 'n'), ('rogan', 'n'), ('chunky', 'n'), ('penny', 'n'), ('loafers', 'n'), ('brown', 'a'), ('leather', 'n')]","['schuh', 'rogan', 'chunky', 'penny', 'loafer', 'brown', 'leather']",schuh rogan chunky penny loafer brown leather
339,ASOS DESIGN 90s oversized fleece shirt in aztec print,ASOS DESIGN,BROWN,images.asos-media.com/products/asos-design-90s-oversized-fleece-shirt-in-aztec-print/203095637-1-brown,asos design 90s oversized fleece shirt in aztec print,"['asos', 'design', '90s', 'oversized', 'fleece', 'shirt', 'in', 'aztec', 'print']","['asos', 'design', '90s', 'oversized', 'fleece', 'shirt', 'aztec', 'print']","[('asos', 'n'), ('design', 'n'), ('90s', 'n'), ('oversized', 'n'), ('fleece', 'n'), ('shirt', 'n'), ('aztec', 'n'), ('print', 'n')]","['asos', 'design', '90', 'oversized', 'fleece', 'shirt', 'aztec', 'print']",asos design 90 oversized fleece shirt aztec print
340,ASOS DESIGN stretch skinny stripe shirt in black and white,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-stretch-skinny-stripe-shirt-in-black-and-white/202433271-1-black,asos design stretch skinny stripe shirt in black and white,"['asos', 'design', 'stretch', 'skinny', 'stripe', 'shirt', 'in', 'black', 'and', 'white']","['asos', 'design', 'stretch', 'skinny', 'stripe', 'shirt', 'black', 'white']","[('asos', 'n'), ('design', 'n'), ('stretch', 'v'), ('skinny', 'n'), ('stripe', 'n'), ('shirt', 'n'), ('black', 'a'), ('white', 'a')]","['asos', 'design', 'stretch', 'skinny', 'stripe', 'shirt', 'black', 'white']",asos design stretch skinny stripe shirt black white
341,Nike circa pack half zip sweat in light blue,Nike,MBLUE,images.asos-media.com/products/nike-circa-pack-half-zip-sweat-in-light-blue/202275104-1-mblue,nike circa pack half zip sweat in light blue,"['nike', 'circa', 'pack', 'half', 'zip', 'sweat', 'in', 'light', 'blue']","['nike', 'circa', 'pack', 'half', 'zip', 'sweat', 'light', 'blue']","[('nike', 'n'), ('circa', 'n'), ('pack', 'n'), ('half', 'n'), ('zip', 'n'), ('sweat', 'n'), ('light', 'a'), ('blue', 'a')]","['nike', 'circa', 'pack', 'half', 'zip', 'sweat', 'light', 'blue']",nike circa pack half zip sweat light blue
342,adidas Originals Pride printed t-shirt in black with Love Unites back print,adidas Originals,Black,images.asos-media.com/products/adidas-originals-pride-printed-t-shirt-in-black-with-love-unites-back-print/201833585-1-black,adidas originals pride printed tshirt in black with love unites back print,"['adidas', 'originals', 'pride', 'printed', 'tshirt', 'in', 'black', 'with', 'love', 'unites', 'back', 'print']","['adidas', 'originals', 'pride', 'printed', 'tshirt', 'black', 'love', 'unites', 'back', 'print']","[('adidas', 'n'), ('originals', 'n'), ('pride', 'n'), ('printed', 'v'), ('tshirt', 'n'), ('black', 'a'), ('love', 'v'), ('unites', 'n'), ('back', 'r'), ('print', 'n')]","['adidas', 'original', 'pride', 'print', 'tshirt', 'black', 'love', 'unites', 'back', 'print']",adidas original pride print tshirt black love unites back print
343,Noak 'Camden' skinny premium fabric suit jacket in black with stretch,Noak,BLACK,images.asos-media.com/products/noak-camden-skinny-premium-fabric-suit-jacket-in-black-with-stretch/202102443-1-black,noak camden skinny premium fabric suit jacket in black with stretch,"['noak', 'camden', 'skinny', 'premium', 'fabric', 'suit', 'jacket', 'in', 'black', 'with', 'stretch']","['noak', 'camden', 'skinny', 'premium', 'fabric', 'suit', 'jacket', 'black', 'stretch']","[('noak', 'n'), ('camden', 'n'), ('skinny', 'n'), ('premium', 'n'), ('fabric', 'n'), ('suit', 'n'), ('jacket', 'n'), ('black', 'a'), ('stretch', 'v')]","['noak', 'camden', 'skinny', 'premium', 'fabric', 'suit', 'jacket', 'black', 'stretch']",noak camden skinny premium fabric suit jacket black stretch
344,ASOS DESIGN slim tie in burgundy floral,ASOS DESIGN,BURGUNDY,images.asos-media.com/products/asos-design-slim-tie-in-burgundy-floral/202929764-1-burgundy,asos design slim tie in burgundy floral,"['asos', 'design', 'slim', 'tie', 'in', 'burgundy', 'floral']","['asos', 'design', 'slim', 'tie', 'burgundy', 'floral']","[('asos', 'n'), ('design', 'n'), ('slim', 'a'), ('tie', 'n'), ('burgundy', 'n'), ('floral', 'n')]","['asos', 'design', 'slim', 'tie', 'burgundy', 'floral']",asos design slim tie burgundy floral
345,HUF 20th anniversay socks in white with all over print,HUF,White,images.asos-media.com/products/huf-20th-anniversay-socks-in-white-with-all-over-print/204139814-1-white,huf 20th anniversay socks in white with all over print,"['huf', '20th', 'anniversay', 'socks', 'in', 'white', 'with', 'all', 'over', 'print']","['huf', '20th', 'anniversay', 'socks', 'white', 'print']","[('huf', 'n'), ('20th', 'n'), ('anniversay', 'n'), ('socks', 'n'), ('white', 'a'), ('print', 'n')]","['huf', '20th', 'anniversay', 'sock', 'white', 'print']",huf 20th anniversay sock white print
346,Nike Club Winter reversible gilet in dark driftwood/black,Nike,BROWN,images.asos-media.com/products/nike-club-winter-reversible-gilet-in-dark-driftwood-black/202971306-1-brown,nike club winter reversible gilet in dark driftwoodblack,"['nike', 'club', 'winter', 'reversible', 'gilet', 'in', 'dark', 'driftwoodblack']","['nike', 'club', 'winter', 'reversible', 'gilet', 'dark', 'driftwoodblack']","[('nike', 'n'), ('club', 'n'), ('winter', 'n'), ('reversible', 'n'), ('gilet', 'n'), ('dark', 'a'), ('driftwoodblack', 'n')]","['nike', 'club', 'winter', 'reversible', 'gilet', 'dark', 'driftwoodblack']",nike club winter reversible gilet dark driftwoodblack
347,ASOS DESIGN trucker cap with NYC embroidery in ecru and black,ASOS DESIGN,MULTI,images.asos-media.com/products/asos-design-trucker-cap-with-nyc-embroidery-in-ecru-and-black/202878909-1-multi,asos design trucker cap with nyc embroidery in ecru and black,"['asos', 'design', 'trucker', 'cap', 'with', 'nyc', 'embroidery', 'in', 'ecru', 'and', 'black']","['asos', 'design', 'trucker', 'cap', 'nyc', 'embroidery', 'ecru', 'black']","[('asos', 'n'), ('design', 'n'), ('trucker', 'n'), ('cap', 'n'), ('nyc', 'n'), ('embroidery', 'n'), ('ecru', 'n'), ('black', 'a')]","['asos', 'design', 'trucker', 'cap', 'nyc', 'embroidery', 'ecru', 'black']",asos design trucker cap nyc embroidery ecru black
348,Nike Training Brasilia backpack in khaki,Nike Training,Khaki,images.asos-media.com/products/nike-training-brasilia-backpack-in-khaki/202475066-1-khaki,nike training brasilia backpack in khaki,"['nike', 'training', 'brasilia', 'backpack', 'in', 'khaki']","['nike', 'training', 'brasilia', 'backpack', 'khaki']","[('nike', 'n'), ('training', 'n'), ('brasilia', 'n'), ('backpack', 'n'), ('khaki', 'n')]","['nike', 'training', 'brasilia', 'backpack', 'khaki']",nike training brasilia backpack khaki
349,ASOS DESIGN rimless glasses with flame design in black,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-rimless-glasses-with-flame-design-in-black/201687466-1-black,asos design rimless glasses with flame design in black,"['asos', 'design', 'rimless', 'glasses', 'with', 'flame', 'design', 'in', 'black']","['asos', 'design', 'rimless', 'glasses', 'flame', 'design', 'black']","[('asos', 'n'), ('design', 'n'), ('rimless', 'n'), ('glasses', 'n'), ('flame', 'n'), ('design', 'n'), ('black', 'a')]","['asos', 'design', 'rimless', 'glass', 'flame', 'design', 'black']",asos design rimless glass flame design black
350,ASOS DESIGN relaxed deep revere shirt in mythology print,ASOS DESIGN,BROWN,images.asos-media.com/products/asos-design-relaxed-deep-revere-shirt-in-mythology-print/203590725-1-brown,asos design relaxed deep revere shirt in mythology print,"['asos', 'design', 'relaxed', 'deep', 'revere', 'shirt', 'in', 'mythology', 'print']","['asos', 'design', 'relaxed', 'deep', 'revere', 'shirt', 'mythology', 'print']","[('asos', 'n'), ('design', 'n'), ('relaxed', 'n'), ('deep', 'r'), ('revere', 'n'), ('shirt', 'n'), ('mythology', 'n'), ('print', 'n')]","['asos', 'design', 'relaxed', 'deep', 'revere', 'shirt', 'mythology', 'print']",asos design relaxed deep revere shirt mythology print
351,Vans Old Skool checkerboard backpack in red white,Vans,WHITE,images.asos-media.com/products/vans-old-skool-checkerboard-backpack-in-red-white/203221655-1-white,vans old skool checkerboard backpack in red white,"['vans', 'old', 'skool', 'checkerboard', 'backpack', 'in', 'red', 'white']","['vans', 'old', 'skool', 'checkerboard', 'backpack', 'red', 'white']","[('vans', 'n'), ('old', 'a'), ('skool', 'n'), ('checkerboard', 'n'), ('backpack', 'n'), ('red', 'a'), ('white', 'a')]","['van', 'old', 'skool', 'checkerboard', 'backpack', 'red', 'white']",van old skool checkerboard backpack red white
352,ASOS DESIGN relaxed deep revere satin shirt in bright leopard print,ASOS DESIGN,YELLOW,images.asos-media.com/products/asos-design-relaxed-deep-revere-satin-shirt-in-bright-leopard-print/203064393-1-yellow,asos design relaxed deep revere satin shirt in bright leopard print,"['asos', 'design', 'relaxed', 'deep', 'revere', 'satin', 'shirt', 'in', 'bright', 'leopard', 'print']","['asos', 'design', 'relaxed', 'deep', 'revere', 'satin', 'shirt', 'bright', 'leopard', 'print']","[('asos', 'n'), ('design', 'n'), ('relaxed', 'n'), ('deep', 'r'), ('revere', 'n'), ('satin', 'n'), ('shirt', 'n'), ('bright', 'a'), ('leopard', 'n'), ('print', 'n')]","['asos', 'design', 'relaxed', 'deep', 'revere', 'satin', 'shirt', 'bright', 'leopard', 'print']",asos design relaxed deep revere satin shirt bright leopard print
353,ASOS DESIGN wool mix check overshirt with borg collar in green,ASOS DESIGN,GREEN,images.asos-media.com/products/asos-design-wool-mix-check-overshirt-with-borg-collar-in-green/202668116-1-green,asos design wool mix check overshirt with borg collar in green,"['asos', 'design', 'wool', 'mix', 'check', 'overshirt', 'with', 'borg', 'collar', 'in', 'green']","['asos', 'design', 'wool', 'mix', 'check', 'overshirt', 'borg', 'collar', 'green']","[('asos', 'n'), ('design', 'n'), ('wool', 'n'), ('mix', 'n'), ('check', 'n'), ('overshirt', 'n'), ('borg', 'n'), ('collar', 'n'), ('green', 'n')]","['asos', 'design', 'wool', 'mix', 'check', 'overshirt', 'borg', 'collar', 'green']",asos design wool mix check overshirt borg collar green
354,Only & Sons co-ord revere shirt with Pepsi print in blue,Only & Sons,Skydiver,images.asos-media.com/products/only-sons-co-ord-revere-shirt-with-pepsi-print-in-blue/202619678-1-skydiver,only  sons coord revere shirt with pepsi print in blue,"['only', 'sons', 'coord', 'revere', 'shirt', 'with', 'pepsi', 'print', 'in', 'blue']","['sons', 'coord', 'revere', 'shirt', 'pepsi', 'print', 'blue']","[('sons', 'n'), ('coord', 'n'), ('revere', 'n'), ('shirt', 'n'), ('pepsi', 'n'), ('print', 'n'), ('blue', 'a')]","['son', 'coord', 'revere', 'shirt', 'pepsi', 'print', 'blue']",son coord revere shirt pepsi print blue
355,ASOS DESIGN skinny satin shirt in lilac floral jacquard,ASOS DESIGN,LILAC,images.asos-media.com/products/asos-design-skinny-satin-shirt-in-lilac-floral-jacquard/202440660-1-lilac,asos design skinny satin shirt in lilac floral jacquard,"['asos', 'design', 'skinny', 'satin', 'shirt', 'in', 'lilac', 'floral', 'jacquard']","['asos', 'design', 'skinny', 'satin', 'shirt', 'lilac', 'floral', 'jacquard']","[('asos', 'n'), ('design', 'n'), ('skinny', 'n'), ('satin', 'n'), ('shirt', 'n'), ('lilac', 'n'), ('floral', 'n'), ('jacquard', 'n')]","['asos', 'design', 'skinny', 'satin', 'shirt', 'lilac', 'floral', 'jacquard']",asos design skinny satin shirt lilac floral jacquard
356,ASOS DESIGN tapered trousers with side belt in stone window check,ASOS DESIGN,STONE,images.asos-media.com/products/asos-design-tapered-trousers-with-side-belt-in-stone-window-check/201529708-1-stone,asos design tapered trousers with side belt in stone window check,"['asos', 'design', 'tapered', 'trousers', 'with', 'side', 'belt', 'in', 'stone', 'window', 'check']","['asos', 'design', 'tapered', 'trousers', 'side', 'belt', 'stone', 'window', 'check']","[('asos', 'n'), ('design', 'n'), ('tapered', 'n'), ('trousers', 'n'), ('side', 'n'), ('belt', 'n'), ('stone', 'n'), ('window', 'n'), ('check', 'n')]","['asos', 'design', 'tapered', 'trouser', 'side', 'belt', 'stone', 'window', 'check']",asos design tapered trouser side belt stone window check
357,Topman wide leg suit trousers in black,Topman,Black,images.asos-media.com/products/topman-wide-leg-suit-trousers-in-black/201993355-1-black,topman wide leg suit trousers in black,"['topman', 'wide', 'leg', 'suit', 'trousers', 'in', 'black']","['topman', 'wide', 'leg', 'suit', 'trousers', 'black']","[('topman', 'n'), ('wide', 'a'), ('leg', 'n'), ('suit', 'n'), ('trousers', 'n'), ('black', 'a')]","['topman', 'wide', 'leg', 'suit', 'trouser', 'black']",topman wide leg suit trouser black
358,Reclaimed Vintage inspired revere shirt in check and daisy,Reclaimed Vintage,MULTI,images.asos-media.com/products/reclaimed-vintage-inspired-revere-shirt-in-check-and-daisy/202251424-1-multi,reclaimed vintage inspired revere shirt in check and daisy,"['reclaimed', 'vintage', 'inspired', 'revere', 'shirt', 'in', 'check', 'and', 'daisy']","['reclaimed', 'vintage', 'inspired', 'revere', 'shirt', 'check', 'daisy']","[('reclaimed', 'n'), ('vintage', 'n'), ('inspired', 'v'), ('revere', 'n'), ('shirt', 'n'), ('check', 'n'), ('daisy', 'n')]","['reclaimed', 'vintage', 'inspire', 'revere', 'shirt', 'check', 'daisy']",reclaimed vintage inspire revere shirt check daisy
359,ASOS DESIGN wool mix boxy oversized shirt in bright green,ASOS DESIGN,BRIGHT GREEN,images.asos-media.com/products/asos-design-wool-mix-boxy-oversized-shirt-in-bright-green/202744923-1-brightgreen,asos design wool mix boxy oversized shirt in bright green,"['asos', 'design', 'wool', 'mix', 'boxy', 'oversized', 'shirt', 'in', 'bright', 'green']","['asos', 'design', 'wool', 'mix', 'boxy', 'oversized', 'shirt', 'bright', 'green']","[('asos', 'n'), ('design', 'n'), ('wool', 'n'), ('mix', 'n'), ('boxy', 'a'), ('oversized', 'n'), ('shirt', 'n'), ('bright', 'a'), ('green', 'a')]","['asos', 'design', 'wool', 'mix', 'boxy', 'oversized', 'shirt', 'bright', 'green']",asos design wool mix boxy oversized shirt bright green
360,ASOS DESIGN 2 pack swim briefs in light blue/charcoal SAVE,ASOS DESIGN,Blue/Grey,images.asos-media.com/products/asos-design-2-pack-swim-briefs-in-light-blue-charcoal-save/202697524-1-bluegrey,asos design 2 pack swim briefs in light bluecharcoal save,"['asos', 'design', '2', 'pack', 'swim', 'briefs', 'in', 'light', 'bluecharcoal', 'save']","['asos', 'design', '2', 'pack', 'swim', 'briefs', 'light', 'bluecharcoal', 'save']","[('asos', 'n'), ('design', 'n'), ('2', 'n'), ('pack', 'n'), ('swim', 'n'), ('briefs', 'n'), ('light', 'n'), ('bluecharcoal', 'n'), ('save', 'v')]","['asos', 'design', '2', 'pack', 'swim', 'brief', 'light', 'bluecharcoal', 'save']",asos design 2 pack swim brief light bluecharcoal save
361,adidas Originals Contempo trefoil chinos in off white,adidas Originals,OFF WHITE,images.asos-media.com/products/adidas-originals-contempo-trefoil-chinos-in-off-white/202091307-1-offwhite,adidas originals contempo trefoil chinos in off white,"['adidas', 'originals', 'contempo', 'trefoil', 'chinos', 'in', 'off', 'white']","['adidas', 'originals', 'contempo', 'trefoil', 'chinos', 'white']","[('adidas', 'n'), ('originals', 'n'), ('contempo', 'n'), ('trefoil', 'n'), ('chinos', 'n'), ('white', 'a')]","['adidas', 'original', 'contempo', 'trefoil', 'chino', 'white']",adidas original contempo trefoil chino white
362,Levi's Silvertab oversized denim shirt in black wash with pocket,Levi's,BLACK,images.asos-media.com/products/levis-silvertab-oversized-denim-shirt-in-black-wash-with-pocket/202997448-1-black,levis silvertab oversized denim shirt in black wash with pocket,"['levis', 'silvertab', 'oversized', 'denim', 'shirt', 'in', 'black', 'wash', 'with', 'pocket']","['levis', 'silvertab', 'oversized', 'denim', 'shirt', 'black', 'wash', 'pocket']","[('levis', 'n'), ('silvertab', 'n'), ('oversized', 'n'), ('denim', 'n'), ('shirt', 'n'), ('black', 'a'), ('wash', 'v'), ('pocket', 'n')]","['levi', 'silvertab', 'oversized', 'denim', 'shirt', 'black', 'wash', 'pocket']",levi silvertab oversized denim shirt black wash pocket
